po_id,supplier_id,material_category,order_date,promised_date,delivery_date,ordered_quantity,received_quantity,rejected_quantity,contract_price,actual_unit_price,is_contract
PO00694,SUP012,功率半导体,2025-02-22,2025-03-11,2025-03-09,12100,11316,151,24.03,23.81,1
PO01022,SUP018,模拟芯片,2025-02-22,2025-03-26,2025-03-26,13500,13133,97,19.23,18.76,1
PO00576,SUP010,功率半导体,2025-02-23,2025-04-06,2025-04-03,14100,14023,91,21.51,22.09,1
PO00981,SUP017,模拟芯片,2025-02-23,2025-03-19,2025-03-17,9000,8899,67,15.65,15.68,1
PO00037,SUP001,MCU控制芯片,2025-02-24,2025-03-27,2025-04-09,6000,5577,319,40.43,35.91,1
PO00301,SUP006,MCU控制芯片,2025-02-24,2025-03-31,2025-03-28,10000,9490,383,32.85,32.75,1
PO00307,SUP006,MCU控制芯片,2025-02-24,2025-03-31,2025-03-31,4000,3993,149,32.85,32.28,1
PO00974,SUP017,模拟芯片,2025-02-24,2025-03-17,2025-03-19,8000,7913,61,15.65,15.65,1
PO00007,SUP001,MCU控制芯片,2025-02-25,2025-04-03,2025-03-31,13600,13426,760,40.43,38.77,1
PO00253,SUP005,MCU控制芯片,2025-02-25,2025-03-26,2025-03-26,3000,2954,33,34.47,32.87,1
PO00995,SUP017,模拟芯片,2025-02-25,2025-03-17,2025-03-16,6500,6452,64,15.65,15.43,1
PO01357,SUP023,传感器芯片,2025-02-25,2025-03-26,2025-03-24,8800,8590,65,29.62,30.0,1
PO01423,SUP024,传感器芯片,2025-02-25,2025-03-21,2025-03-31,5500,4942,270,24.89,26.26,1
PO01654,SUP028,存储芯片,2025-02-25,2025-03-28,2025-04-01,13500,13456,115,42.79,43.15,1
PO01689,SUP029,存储芯片,2025-02-25,2025-04-04,2025-04-02,3100,3071,23,49.51,49.43,1
PO01746,SUP030,存储芯片,2025-02-25,2025-03-14,2025-03-12,6000,5890,54,47.57,47.61,1
PO00016,SUP001,MCU控制芯片,2025-02-26,2025-03-30,2025-04-06,11400,10271,540,40.43,41.06,1
PO00110,SUP002,MCU控制芯片,2025-02-26,2025-03-24,2025-03-22,11300,11021,92,34.81,35.23,1
PO00115,SUP002,MCU控制芯片,2025-02-26,2025-03-23,2025-03-23,11800,11505,82,34.81,34.67,1
PO00357,SUP006,MCU控制芯片,2025-02-26,2025-04-05,2025-04-03,13800,13177,507,32.85,32.96,1
PO00552,SUP010,功率半导体,2025-02-26,2025-04-03,2025-04-07,9600,9420,72,21.51,22.26,1
PO00148,SUP003,MCU控制芯片,2025-02-27,2025-03-26,2025-03-24,5500,5438,40,32.91,32.14,1
PO00664,SUP012,功率半导体,2025-02-27,2025-03-16,2025-03-14,7400,6855,81,24.03,24.57,1
PO00686,SUP012,功率半导体,2025-02-27,2025-03-14,2025-03-11,7300,7081,91,24.03,23.71,1
PO00896,SUP015,模拟芯片,2025-02-27,2025-03-11,2025-03-23,10600,9860,110,17.11,17.25,1
PO01011,SUP017,模拟芯片,2025-02-27,2025-03-20,2025-03-18,10000,9718,89,15.65,15.52,1
PO00502,SUP009,功率半导体,2025-02-28,2025-03-22,2025-03-22,6500,6252,75,23.47,21.13,1
PO00585,SUP010,功率半导体,2025-02-28,2025-04-09,2025-04-07,9000,8856,78,21.51,21.42,1
PO00743,SUP013,模拟芯片,2025-02-28,2025-03-31,2025-03-29,4100,3993,39,19.27,19.43,1
PO00953,SUP016,模拟芯片,2025-02-28,2025-04-13,2025-04-10,3400,3356,16,16.57,16.13,1
PO01203,SUP021,传感器芯片,2025-02-28,2025-03-30,2025-03-30,13000,12997,98,25.29,25.08,1
PO01207,SUP021,传感器芯片,2025-02-28,2025-04-01,2025-03-29,5500,5499,47,25.29,25.4,1
PO01319,SUP022,传感器芯片,2025-02-28,2025-03-19,2025-03-17,2500,2490,23,30.23,30.29,1
PO00044,SUP001,MCU控制芯片,2025-03-01,2025-04-04,2025-04-15,8000,7185,370,40.43,36.38,0
PO01276,SUP022,传感器芯片,2025-03-01,2025-03-18,2025-03-17,6500,6497,55,30.23,30.19,1
PO00291,SUP005,MCU控制芯片,2025-03-02,2025-03-30,2025-03-28,3500,3375,53,34.47,29.45,1
PO00678,SUP012,功率半导体,2025-03-02,2025-03-15,2025-03-13,3700,3526,41,24.03,24.02,1
PO00893,SUP015,模拟芯片,2025-03-02,2025-03-15,2025-03-13,11800,11609,164,17.11,16.7,1
PO01518,SUP026,存储芯片,2025-03-02,2025-04-09,2025-04-09,8400,8288,68,48.9,49.29,1
PO01734,SUP029,存储芯片,2025-03-02,2025-04-08,2025-04-05,14500,14481,96,49.51,47.67,1
PO00499,SUP009,功率半导体,2025-03-03,2025-03-26,2025-03-23,12500,12486,196,23.47,23.09,1
PO00531,SUP009,功率半导体,2025-03-03,2025-03-27,2025-04-03,4500,4438,68,23.47,24.77,1
PO00859,SUP015,模拟芯片,2025-03-03,2025-03-17,2025-03-24,12200,12070,137,17.11,17.4,1
PO01184,SUP020,传感器芯片,2025-03-03,2025-04-12,2025-04-09,13900,13663,511,24.01,23.83,1
PO00245,SUP005,MCU控制芯片,2025-03-04,2025-04-02,2025-03-30,3000,2854,35,34.47,35.48,0
PO00862,SUP015,模拟芯片,2025-03-04,2025-03-22,2025-03-22,9200,8550,106,17.11,17.0,1
PO01159,SUP020,传感器芯片,2025-03-04,2025-04-11,2025-04-14,3700,3529,123,24.01,23.64,1
PO01374,SUP023,传感器芯片,2025-03-04,2025-03-31,2025-03-28,4000,3946,36,29.62,30.14,1
PO01383,SUP024,传感器芯片,2025-03-04,2025-04-01,2025-03-31,7500,7193,401,24.89,26.15,1
PO01509,SUP026,存储芯片,2025-03-04,2025-04-09,2025-04-09,9300,9288,69,48.9,48.77,1
PO00207,SUP004,MCU控制芯片,2025-03-05,2025-04-20,2025-04-17,4600,4426,64,32.43,31.32,1
PO00330,SUP006,MCU控制芯片,2025-03-05,2025-04-11,2025-04-10,10900,10272,428,32.85,36.64,0
PO00446,SUP008,功率半导体,2025-03-05,2025-04-09,2025-04-07,5000,4718,201,25.95,25.63,1
PO00592,SUP010,功率半导体,2025-03-05,2025-04-13,2025-04-10,12600,12411,114,21.51,21.88,1
PO01032,SUP018,模拟芯片,2025-03-05,2025-04-01,2025-03-31,8000,7897,81,19.23,18.83,1
PO00638,SUP011,功率半导体,2025-03-06,2025-04-10,2025-04-14,3400,3302,44,25.67,24.58,1
PO00907,SUP016,模拟芯片,2025-03-06,2025-04-22,2025-04-21,14400,14071,110,16.57,16.22,1
PO01230,SUP021,传感器芯片,2025-03-06,2025-04-08,2025-04-07,14000,13863,123,25.29,25.85,1
PO00580,SUP010,功率半导体,2025-03-07,2025-04-12,2025-04-12,5900,5866,55,21.51,20.86,1
PO00866,SUP015,模拟芯片,2025-03-07,2025-03-21,2025-03-31,4800,4755,65,17.11,17.19,1
PO01358,SUP023,传感器芯片,2025-03-07,2025-04-02,2025-03-31,6800,6747,58,29.62,28.75,1
PO01555,SUP026,存储芯片,2025-03-07,2025-04-16,2025-04-16,9200,8986,65,48.9,50.51,1
PO01686,SUP029,存储芯片,2025-03-07,2025-04-14,2025-04-13,2400,2387,7,49.51,49.11,1
PO00151,SUP003,MCU控制芯片,2025-03-08,2025-04-08,2025-04-05,13000,12804,110,32.91,31.45,1
PO01234,SUP021,传感器芯片,2025-03-08,2025-04-04,2025-04-03,10000,9858,65,25.29,25.27,1
PO00807,SUP014,模拟芯片,2025-03-09,2025-04-09,2025-04-08,7500,7291,54,19.84,19.85,1
PO00457,SUP008,功率半导体,2025-03-10,2025-04-20,2025-04-18,2200,2085,70,25.95,25.97,1
PO00471,SUP008,功率半导体,2025-03-10,2025-04-19,2025-04-16,11800,11494,464,25.95,25.51,1
PO00947,SUP016,模拟芯片,2025-03-10,2025-04-25,2025-04-22,6800,6723,64,16.57,16.43,1
PO01487,SUP025,存储芯片,2025-03-10,2025-04-21,2025-04-20,9000,8755,64,42.2,42.93,1
PO01754,SUP030,存储芯片,2025-03-10,2025-03-30,2025-03-27,12200,12137,99,47.57,47.23,1
PO00214,SUP004,MCU控制芯片,2025-03-11,2025-04-20,2025-04-20,13000,12561,183,32.43,32.4,1
PO00417,SUP007,功率半导体,2025-03-11,2025-04-11,2025-04-08,3600,3596,38,25.7,26.33,1
PO00447,SUP008,功率半导体,2025-03-11,2025-04-15,2025-04-18,7900,7889,286,25.95,27.61,0
PO00487,SUP009,功率半导体,2025-03-11,2025-04-06,2025-04-03,11000,10873,161,23.47,23.59,1
PO01507,SUP026,存储芯片,2025-03-11,2025-04-15,2025-04-15,11100,10944,83,48.9,48.07,1
PO01549,SUP026,存储芯片,2025-03-11,2025-04-17,2025-04-18,14300,13920,110,48.9,49.54,1
PO01674,SUP028,存储芯片,2025-03-11,2025-04-09,2025-04-06,10500,10320,82,42.79,42.95,1
PO00045,SUP001,MCU控制芯片,2025-03-12,2025-04-15,2025-04-13,8600,7655,402,40.43,39.71,1
PO00167,SUP003,MCU控制芯片,2025-03-12,2025-04-09,2025-04-07,7500,7337,64,32.91,32.8,1
PO00201,SUP004,MCU控制芯片,2025-03-13,2025-04-26,2025-04-23,8600,8299,133,32.43,36.55,0
PO00739,SUP013,模拟芯片,2025-03-13,2025-04-14,2025-04-12,8100,8056,64,19.27,19.39,1
PO00810,SUP014,模拟芯片,2025-03-13,2025-04-13,2025-04-13,13000,12881,103,19.84,19.29,1
PO00909,SUP016,模拟芯片,2025-03-13,2025-04-30,2025-04-29,7400,7344,54,16.57,16.42,1
PO01376,SUP023,传感器芯片,2025-03-13,2025-04-10,2025-04-10,3800,3784,19,29.62,30.27,1
PO00640,SUP011,功率半导体,2025-03-14,2025-04-18,2025-04-22,6000,5851,62,25.67,25.59,1
PO00906,SUP016,模拟芯片,2025-03-14,2025-04-27,2025-04-25,5200,5091,46,16.57,16.53,1
PO00984,SUP017,模拟芯片,2025-03-14,2025-04-06,2025-04-03,4000,3967,26,15.65,16.12,1
PO01170,SUP020,传感器芯片,2025-03-14,2025-04-18,2025-04-17,11300,10991,453,24.01,23.59,1
PO01249,SUP021,传感器芯片,2025-03-14,2025-04-12,2025-04-10,5000,4991,46,25.29,24.99,1
PO01329,SUP023,传感器芯片,2025-03-14,2025-04-08,2025-04-05,8800,8573,63,29.62,30.15,1
PO00104,SUP002,MCU控制芯片,2025-03-15,2025-04-14,2025-04-11,7800,7571,60,34.81,34.52,1
PO00269,SUP005,MCU控制芯片,2025-03-15,2025-04-10,2025-04-07,12000,11936,160,34.47,31.79,1
PO01026,SUP018,模拟芯片,2025-03-15,2025-04-12,2025-04-12,8000,7882,62,19.23,19.77,1
PO01227,SUP021,传感器芯片,2025-03-15,2025-04-14,2025-04-11,10500,10256,83,25.29,25.59,1
PO01503,SUP026,存储芯片,2025-03-15,2025-04-24,2025-04-26,2200,2156,18,48.9,49.02,1
PO00082,SUP002,MCU控制芯片,2025-03-16,2025-04-15,2025-04-13,10200,9992,82,34.81,34.55,1
PO00379,SUP007,功率半导体,2025-03-16,2025-04-10,2025-04-08,9800,9628,69,25.7,25.04,1
PO00969,SUP017,模拟芯片,2025-03-16,2025-04-11,2025-04-09,12500,12375,114,15.65,15.79,1
PO01098,SUP019,传感器芯片,2025-03-16,2025-04-23,2025-04-22,8500,8443,75,27.56,27.16,1
PO01369,SUP023,传感器芯片,2025-03-16,2025-04-12,2025-04-12,3800,3714,27,29.62,31.66,0
PO01508,SUP026,存储芯片,2025-03-16,2025-04-21,2025-04-20,7500,7410,43,48.9,48.83,1
PO01582,SUP027,存储芯片,2025-03-16,2025-04-16,2025-04-14,7700,7553,390,51.65,45.97,1
PO01757,SUP030,存储芯片,2025-03-16,2025-04-04,2025-04-04,15000,14664,130,47.57,49.18,1
PO01484,SUP025,存储芯片,2025-03-17,2025-05-01,2025-04-28,9500,9420,82,42.2,41.91,1
PO00295,SUP005,MCU控制芯片,2025-03-18,2025-04-14,2025-04-13,6500,6279,89,34.47,32.69,1
PO00474,SUP008,功率半导体,2025-03-18,2025-04-28,2025-04-25,4000,3800,140,25.95,25.88,1
PO00529,SUP009,功率半导体,2025-03-18,2025-04-08,2025-04-07,10000,9595,125,23.47,20.61,1
PO00663,SUP012,功率半导体,2025-03-18,2025-04-03,2025-03-31,14200,13575,149,24.03,23.56,1
PO00703,SUP012,功率半导体,2025-03-18,2025-04-02,2025-04-01,11400,10777,129,24.03,24.51,1
PO00985,SUP017,模拟芯片,2025-03-18,2025-04-10,2025-04-07,6500,6447,48,15.65,15.49,1
PO01636,SUP028,存储芯片,2025-03-18,2025-04-18,2025-04-16,12000,11660,104,42.79,43.38,1
PO00285,SUP005,MCU控制芯片,2025-03-19,2025-04-16,2025-04-15,12500,12004,175,34.47,41.74,0
PO00505,SUP009,功率半导体,2025-03-19,2025-04-11,2025-04-09,15000,14299,182,23.47,21.71,1
PO00527,SUP009,功率半导体,2025-03-19,2025-04-09,2025-04-11,10500,10304,150,23.47,19.75,1
PO00572,SUP010,功率半导体,2025-03-19,2025-04-27,2025-04-24,14800,14562,123,21.51,21.87,1
PO00836,SUP014,模拟芯片,2025-03-19,2025-04-18,2025-04-18,3500,3431,20,19.84,20.45,1
PO01214,SUP021,传感器芯片,2025-03-19,2025-04-21,2025-04-18,3000,2945,26,25.29,24.94,1
PO01409,SUP024,传感器芯片,2025-03-19,2025-04-11,2025-04-24,8500,7682,419,24.89,23.74,1
PO01694,SUP029,存储芯片,2025-03-19,2025-04-26,2025-04-23,8000,7889,60,49.51,49.41,1
PO01765,SUP030,存储芯片,2025-03-19,2025-04-05,2025-04-05,6600,6536,50,47.57,48.21,1
PO00616,SUP011,功率半导体,2025-03-20,2025-04-23,2025-04-21,5800,5391,66,25.67,26.25,1
PO00772,SUP013,模拟芯片,2025-03-20,2025-04-17,2025-04-21,4700,4692,40,19.27,19.46,1
PO01091,SUP019,传感器芯片,2025-03-20,2025-04-29,2025-04-29,4000,3920,30,27.56,27.9,1
PO00289,SUP005,MCU控制芯片,2025-03-21,2025-04-18,2025-04-15,9000,8709,120,34.47,31.01,0
PO00414,SUP007,功率半导体,2025-03-21,2025-04-16,2025-04-14,3400,3391,27,25.7,25.67,1
PO00547,SUP010,功率半导体,2025-03-21,2025-04-26,2025-04-25,8400,8180,68,21.51,20.82,1
PO01239,SUP021,传感器芯片,2025-03-21,2025-04-18,2025-04-24,3000,2998,18,25.29,25.33,1
PO00118,SUP002,MCU控制芯片,2025-03-22,2025-04-17,2025-04-17,2800,2799,17,34.81,35.17,1
PO00293,SUP005,MCU控制芯片,2025-03-22,2025-04-15,2025-04-12,7000,6877,105,34.47,35.41,0
PO00757,SUP013,模拟芯片,2025-03-22,2025-04-20,2025-04-25,11500,11360,82,19.27,19.19,1
PO00844,SUP015,模拟芯片,2025-03-22,2025-04-06,2025-04-04,13600,13191,182,17.11,17.6,1
PO01404,SUP024,传感器芯片,2025-03-22,2025-04-18,2025-04-17,12000,11841,641,24.89,24.51,0
PO01510,SUP026,存储芯片,2025-03-22,2025-05-01,2025-04-28,6900,6700,48,48.9,48.48,1
PO01583,SUP027,存储芯片,2025-03-22,2025-04-23,2025-04-22,2400,2320,142,51.65,60.7,1
PO01764,SUP030,存储芯片,2025-03-22,2025-04-06,2025-04-03,11200,11043,95,47.57,46.77,1
PO00182,SUP004,MCU控制芯片,2025-03-23,2025-05-07,2025-05-06,5000,4883,80,32.43,36.79,0
PO00347,SUP006,MCU控制芯片,2025-03-23,2025-04-26,2025-04-25,9400,9001,376,32.85,33.11,1
PO00396,SUP007,功率半导体,2025-03-23,2025-04-19,2025-04-18,10200,10182,99,25.7,25.86,1
PO00786,SUP014,模拟芯片,2025-03-23,2025-04-27,2025-04-24,8000,7861,85,19.84,19.67,1
PO00827,SUP014,模拟芯片,2025-03-23,2025-04-21,2025-04-19,12000,11896,95,19.84,19.78,1
PO00881,SUP015,模拟芯片,2025-03-23,2025-04-08,2025-04-18,10400,9609,108,17.11,17.52,1
PO01064,SUP018,模拟芯片,2025-03-23,2025-04-22,2025-04-21,12000,11944,80,19.23,19.13,1
PO01489,SUP025,存储芯片,2025-03-23,2025-05-04,2025-05-04,9500,9410,76,42.2,41.99,1
PO01638,SUP028,存储芯片,2025-03-23,2025-04-22,2025-04-22,6500,6347,47,42.79,43.24,1
PO00321,SUP006,MCU控制芯片,2025-03-24,2025-04-26,2025-04-25,12200,12025,492,32.85,33.54,1
PO00633,SUP011,功率半导体,2025-03-24,2025-04-26,2025-04-23,11200,10625,112,25.67,25.8,1
PO00600,SUP010,功率半导体,2025-03-25,2025-04-30,2025-04-29,4500,4404,32,21.51,21.46,1
PO00726,SUP013,模拟芯片,2025-03-25,2025-04-21,2025-04-20,13400,13182,119,19.27,19.21,1
PO00819,SUP014,模拟芯片,2025-03-25,2025-04-24,2025-04-22,4000,3992,26,19.84,19.68,1
PO00940,SUP016,模拟芯片,2025-03-25,2025-05-11,2025-05-10,11800,11661,102,16.57,16.62,1
PO01293,SUP022,传感器芯片,2025-03-25,2025-04-17,2025-04-14,5000,4931,36,30.23,30.02,1
PO01209,SUP021,传感器芯片,2025-03-26,2025-04-28,2025-04-25,11000,10892,98,25.29,24.54,1
PO01419,SUP024,传感器芯片,2025-03-26,2025-04-19,2025-04-30,13000,12236,644,24.89,22.99,1
PO00168,SUP003,MCU控制芯片,2025-03-27,2025-04-26,2025-04-23,12000,11717,84,32.91,33.08,1
PO00334,SUP006,MCU控制芯片,2025-03-27,2025-04-29,2025-05-04,13100,12593,492,32.85,33.09,1
PO00372,SUP007,功率半导体,2025-03-27,2025-04-23,2025-04-22,6200,6086,58,25.7,26.12,1
PO00882,SUP015,模拟芯片,2025-03-27,2025-04-11,2025-04-10,2200,2136,19,17.11,17.14,1
PO01522,SUP026,存储芯片,2025-03-27,2025-05-04,2025-05-04,2100,2043,19,48.9,47.65,1
PO01575,SUP027,存储芯片,2025-03-27,2025-04-22,2025-05-02,11300,10084,552,51.65,57.08,0
PO00395,SUP007,功率半导体,2025-03-28,2025-04-23,2025-04-22,6400,6225,54,25.7,25.73,1
PO00569,SUP010,功率半导体,2025-03-28,2025-05-05,2025-05-05,12800,12537,87,21.51,21.85,1
PO00943,SUP016,模拟芯片,2025-03-28,2025-05-14,2025-05-11,7000,6818,57,16.57,16.86,1
PO01100,SUP019,传感器芯片,2025-03-28,2025-05-04,2025-05-12,10500,10286,84,27.56,26.96,1
PO01506,SUP026,存储芯片,2025-03-28,2025-05-06,2025-05-06,9000,8977,67,48.9,49.55,1
PO01617,SUP027,存储芯片,2025-03-28,2025-04-24,2025-04-22,7200,7058,412,51.65,47.06,1
PO00135,SUP003,MCU控制芯片,2025-03-29,2025-04-27,2025-04-26,3000,2981,22,32.91,33.9,1
PO00802,SUP014,模拟芯片,2025-03-29,2025-04-28,2025-04-26,14000,13739,114,19.84,19.38,1
PO01406,SUP024,传感器芯片,2025-03-29,2025-04-27,2025-05-14,9000,8722,476,24.89,25.94,0
PO01567,SUP027,存储芯片,2025-03-29,2025-04-27,2025-04-24,13100,11682,629,51.65,57.94,1
PO01630,SUP028,存储芯片,2025-03-29,2025-04-26,2025-04-23,8500,8281,67,42.79,42.81,1
PO00611,SUP011,功率半导体,2025-03-30,2025-05-04,2025-05-18,3800,3726,38,25.67,24.83,1
PO00707,SUP012,功率半导体,2025-03-30,2025-04-12,2025-04-09,10400,9793,124,24.03,23.9,1
PO01350,SUP023,传感器芯片,2025-03-30,2025-04-22,2025-04-27,3800,3787,30,29.62,29.81,1
PO01411,SUP024,传感器芯片,2025-03-30,2025-04-24,2025-05-15,8000,7374,411,24.89,21.7,1
PO01631,SUP028,存储芯片,2025-03-30,2025-05-03,2025-05-01,10000,9704,63,42.79,42.24,1
PO01733,SUP029,存储芯片,2025-03-30,2025-05-04,2025-05-02,4500,4460,29,49.51,49.46,1
PO00142,SUP003,MCU控制芯片,2025-03-31,2025-04-26,2025-04-23,13500,13352,112,32.91,32.65,1
PO00313,SUP006,MCU控制芯片,2025-03-31,2025-05-05,2025-05-05,5400,5364,207,32.85,32.08,1
PO00954,SUP016,模拟芯片,2025-03-31,2025-05-15,2025-05-12,14000,13675,91,16.57,16.68,1
PO01001,SUP017,模拟芯片,2025-03-31,2025-04-20,2025-04-18,14500,14367,110,15.65,15.46,1
PO01132,SUP019,传感器芯片,2025-03-31,2025-05-10,2025-05-10,11500,11282,96,27.56,27.85,1
PO00103,SUP002,MCU控制芯片,2025-04-01,2025-04-27,2025-04-25,11700,11539,83,34.81,35.36,1
PO00712,SUP012,功率半导体,2025-04-01,2025-04-19,2025-04-16,10200,10172,116,24.03,24.05,1
PO01310,SUP022,传感器芯片,2025-04-01,2025-04-22,2025-04-24,8500,8436,55,30.23,29.89,1
PO01450,SUP025,存储芯片,2025-04-01,2025-05-14,2025-05-11,8000,7967,62,42.2,42.28,1
PO00805,SUP014,模拟芯片,2025-04-02,2025-05-05,2025-05-04,10500,10285,74,19.84,19.72,1
PO00820,SUP014,模拟芯片,2025-04-02,2025-05-05,2025-05-03,2500,2488,22,19.84,19.83,1
PO00910,SUP016,模拟芯片,2025-04-02,2025-05-19,2025-05-16,7000,6864,52,16.57,16.81,1
PO01013,SUP017,模拟芯片,2025-04-02,2025-04-23,2025-04-22,11500,11378,98,15.65,15.1,1
PO01610,SUP027,存储芯片,2025-04-02,2025-05-02,2025-05-02,5700,5429,299,51.65,53.37,1
PO01451,SUP025,存储芯片,2025-04-03,2025-05-15,2025-05-13,4500,4447,35,42.2,41.67,1
PO00229,SUP004,MCU控制芯片,2025-04-04,2025-05-15,2025-05-12,6200,6178,86,32.43,30.4,1
PO01271,SUP022,传感器芯片,2025-04-04,2025-04-24,2025-04-21,6500,6391,57,30.23,30.72,1
PO01449,SUP025,存储芯片,2025-04-04,2025-05-22,2025-05-20,2500,2488,22,42.2,43.2,1
PO00507,SUP009,功率半导体,2025-04-05,2025-04-27,2025-04-28,12500,12144,178,23.47,22.0,1
PO00629,SUP011,功率半导体,2025-04-05,2025-05-08,2025-05-15,11800,11797,152,25.67,26.55,1
PO00733,SUP013,模拟芯片,2025-04-05,2025-05-03,2025-05-03,6600,6456,46,19.27,19.04,1
PO00878,SUP015,模拟芯片,2025-04-05,2025-04-19,2025-04-19,9800,9126,114,17.11,17.22,1
PO01117,SUP019,传感器芯片,2025-04-05,2025-05-12,2025-05-09,14500,14486,109,27.56,27.86,1
PO01175,SUP020,传感器芯片,2025-04-05,2025-05-16,2025-05-14,13500,12870,536,24.01,23.31,1
PO01187,SUP020,传感器芯片,2025-04-05,2025-05-10,2025-05-08,3800,3580,150,24.01,23.65,1
PO01240,SUP021,传感器芯片,2025-04-05,2025-05-05,2025-05-04,10000,9939,78,25.29,25.32,1
PO00235,SUP004,MCU控制芯片,2025-04-06,2025-05-16,2025-05-15,5600,5466,65,32.43,34.17,0
PO00380,SUP007,功率半导体,2025-04-06,2025-05-06,2025-05-04,5600,5437,26,25.7,25.74,1
PO00845,SUP015,模拟芯片,2025-04-06,2025-04-20,2025-04-18,9200,8635,103,17.11,17.02,1
PO00064,SUP002,MCU控制芯片,2025-04-07,2025-05-05,2025-05-05,2700,2628,20,34.81,34.3,1
PO00227,SUP004,MCU控制芯片,2025-04-07,2025-05-23,2025-05-22,11800,11456,169,32.43,41.49,0
PO00230,SUP004,MCU控制芯片,2025-04-07,2025-05-19,2025-05-17,2200,2146,32,32.43,32.88,0
PO00248,SUP005,MCU控制芯片,2025-04-07,2025-05-04,2025-05-03,13500,12926,211,34.47,41.24,0
PO00359,SUP006,MCU控制芯片,2025-04-07,2025-05-10,2025-05-08,5500,5441,216,32.85,32.67,1
PO00416,SUP007,功率半导体,2025-04-07,2025-05-04,2025-05-04,12800,12650,91,25.7,25.26,1
PO01028,SUP018,模拟芯片,2025-04-07,2025-05-08,2025-05-08,4500,4387,41,19.23,19.49,1
PO01041,SUP018,模拟芯片,2025-04-07,2025-05-05,2025-05-04,11000,10790,87,19.23,18.87,1
PO01131,SUP019,传感器芯片,2025-04-07,2025-05-18,2025-05-17,11000,10885,90,27.56,27.57,1
PO01149,SUP020,传感器芯片,2025-04-07,2025-05-16,2025-05-14,5700,5434,207,24.01,23.74,1
PO01407,SUP024,传感器芯片,2025-04-07,2025-05-03,2025-05-19,6500,6339,351,24.89,24.22,1
PO01741,SUP030,存储芯片,2025-04-07,2025-04-24,2025-04-22,2600,2555,20,47.57,47.22,1
PO00173,SUP003,MCU控制芯片,2025-04-08,2025-05-10,2025-05-10,10500,10196,76,32.91,33.49,1
PO00654,SUP011,功率半导体,2025-04-08,2025-05-12,2025-05-26,14600,14276,158,25.67,26.74,1
PO00773,SUP013,模拟芯片,2025-04-08,2025-05-10,2025-05-09,5600,5451,35,19.27,19.4,1
PO01305,SUP022,传感器芯片,2025-04-08,2025-04-25,2025-04-22,5000,4960,42,30.23,30.91,1
PO00403,SUP007,功率半导体,2025-04-09,2025-05-09,2025-05-08,5800,5703,48,25.7,25.63,1
PO00808,SUP014,模拟芯片,2025-04-09,2025-05-14,2025-05-13,3000,2959,28,19.84,20.16,1
PO01218,SUP021,传感器芯片,2025-04-09,2025-05-09,2025-05-06,14000,13924,121,25.29,25.73,1
PO01458,SUP025,存储芯片,2025-04-09,2025-05-23,2025-05-21,3500,3482,27,42.2,41.93,1
PO01536,SUP026,存储芯片,2025-04-09,2025-05-13,2025-05-13,5700,5685,45,48.9,50.03,0
PO01604,SUP027,存储芯片,2025-04-09,2025-05-09,2025-05-06,6800,6362,322,51.65,51.91,0
PO01182,SUP020,传感器芯片,2025-04-10,2025-05-21,2025-05-25,6300,5995,244,24.01,24.04,1
PO01461,SUP025,存储芯片,2025-04-10,2025-05-26,2025-05-25,2500,2499,26,42.2,42.33,1
PO00242,SUP005,MCU控制芯片,2025-04-11,2025-05-05,2025-05-02,8500,8466,127,34.47,37.29,1
PO00326,SUP006,MCU控制芯片,2025-04-11,2025-05-17,2025-05-22,5600,5520,232,32.85,32.85,1
PO00433,SUP008,功率半导体,2025-04-11,2025-05-16,2025-05-20,10100,9627,381,25.95,26.69,1
PO00538,SUP009,功率半导体,2025-04-11,2025-05-05,2025-05-02,7500,7181,105,23.47,23.65,0
PO00646,SUP011,功率半导体,2025-04-11,2025-05-15,2025-05-14,11100,10386,130,25.67,26.08,1
PO01082,SUP019,传感器芯片,2025-04-11,2025-05-20,2025-05-22,14000,13989,98,27.56,27.48,1
PO01482,SUP025,存储芯片,2025-04-11,2025-05-25,2025-05-22,9500,9328,68,42.2,41.55,1
PO01597,SUP027,存储芯片,2025-04-11,2025-05-12,2025-05-10,9400,9220,511,51.65,48.91,1
PO01614,SUP027,存储芯片,2025-04-11,2025-05-08,2025-05-06,13300,13262,719,51.65,47.56,1
PO01650,SUP028,存储芯片,2025-04-11,2025-05-09,2025-05-07,14500,14158,109,42.79,42.79,1
PO01670,SUP028,存储芯片,2025-04-11,2025-05-12,2025-05-11,8000,7965,64,42.79,43.38,1
PO01776,SUP030,存储芯片,2025-04-11,2025-04-28,2025-04-26,14800,14465,119,47.57,46.35,1
PO00381,SUP007,功率半导体,2025-04-12,2025-05-09,2025-05-08,5400,5377,48,25.7,26.03,1
PO00828,SUP014,模拟芯片,2025-04-12,2025-05-17,2025-05-16,5500,5415,45,19.84,19.49,1
PO00938,SUP016,模拟芯片,2025-04-12,2025-05-25,2025-05-24,2400,2340,24,16.57,17.04,1
PO01050,SUP018,模拟芯片,2025-04-12,2025-05-12,2025-05-10,2000,1944,17,19.23,19.32,1
PO01255,SUP021,传感器芯片,2025-04-12,2025-05-14,2025-05-11,9500,9361,71,25.29,25.36,1
PO01424,SUP024,传感器芯片,2025-04-12,2025-05-11,2025-05-11,4500,4420,229,24.89,24.66,0
